ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,long,tense,approx,dors
ˀʟ,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,-,-,+,0,0,0,0,+,+
ʟ̰,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,-,-,+,0,0,0,0,+,+
ʟ̰ˤ,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,-,+,+,0,0,0,0,+,+
ɭ̰ʲ,-,+,+,+,0,+,-,0,+,0,+,-,+,-,-,+,0,-,0,0,0,0,+,-
ɭ̰ˠ,-,+,+,+,0,+,-,0,+,0,+,-,+,-,-,+,0,+,0,0,0,0,+,-
ɭ̰ʷ,-,+,+,+,0,+,-,0,+,0,+,-,+,-,-,+,0,+,+,0,0,0,+,-
l̰ʲ,-,+,+,+,0,+,-,0,+,0,+,+,+,-,-,+,0,-,0,0,0,0,+,-
ɫ̰ʲ,-,+,+,+,0,+,-,0,+,0,+,+,+,-,-,+,0,-,0,0,0,0,+,+
l̰ˠ,-,+,+,+,0,+,-,0,+,0,+,+,+,-,-,+,0,+,0,0,0,0,+,-
ɫ̰ˠ,-,+,+,+,0,+,-,0,+,0,+,+,+,-,-,+,0,+,0,0,0,0,+,+
l̰ʷ,-,+,+,+,0,+,-,0,+,0,+,+,+,-,-,+,0,+,+,0,0,0,+,-
ɫ̰ʷ,-,+,+,+,0,+,-,0,+,0,+,+,+,-,-,+,0,+,+,0,0,0,+,+
l̪̰ʲ,-,+,+,+,0,+,-,0,+,0,+,+,+,+,-,+,0,-,0,0,0,0,+,-
l̪̰ˠ,-,+,+,+,0,+,-,0,+,0,+,+,+,+,-,+,0,+,0,0,0,0,+,-
l̪̰ʷ,-,+,+,+,0,+,-,0,+,0,+,+,+,+,-,+,0,+,+,0,0,0,+,-
ʎ̰ʲ,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,+,-,-,0,0,0,0,+,+
ʟ̰ʲ,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,+,-,-,0,0,0,0,+,+
ˀʎ,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,+,-,-,0,0,0,0,+,+
ʎ̰,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,+,-,-,0,0,0,0,+,+
ʎ̰ˠ,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,+,-,+,0,0,0,0,+,+
ʟ̰ˠ,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,+,-,+,0,0,0,0,+,+
ʎ̰ʷ,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,+,-,+,+,0,0,0,+,+
ʟ̰ʷ,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,+,-,+,+,0,0,0,+,+
ʎ̰ˤ,-,+,+,+,0,+,-,0,+,0,+,0,-,0,-,+,+,+,0,0,0,0,+,+
ɭ̤̥,-,+,+,+,0,+,-,0,-,+,0,-,+,-,-,0,0,0,0,0,0,0,+,-
ɭ̤,-,+,+,+,0,+,-,0,+,+,0,-,+,-,-,0,0,0,0,0,0,0,+,-
l̤̥,-,+,+,+,0,+,-,0,-,+,0,+,+,-,-,0,0,0,0,0,0,0,+,-
l̤,-,+,+,+,0,+,-,0,+,+,0,+,+,-,-,0,0,0,0,0,0,0,+,-
ɫ̤̥,-,+,+,+,0,+,-,0,-,+,0,+,+,-,-,0,0,+,0,0,0,0,+,+
ɫ̤,-,+,+,+,0,+,-,0,+,+,0,+,+,-,-,0,0,+,0,0,0,0,+,+
l̪̤̥,-,+,+,+,0,+,-,0,-,+,0,+,+,+,-,0,0,0,0,0,0,0,+,-
l̪̤,-,+,+,+,0,+,-,0,+,+,0,+,+,+,-,0,0,0,0,0,0,0,+,-
ɭ̤ˤ,-,+,+,+,0,+,-,0,+,+,0,-,+,-,-,0,+,+,0,0,0,0,+,-
l̤ˤ,-,+,+,+,0,+,-,0,+,+,0,+,+,-,-,0,+,+,0,0,0,0,+,-
ɫ̤ˤ,-,+,+,+,0,+,-,0,+,+,0,+,+,-,-,0,+,+,0,0,0,0,+,+
l̪̤ˤ,-,+,+,+,0,+,-,0,+,+,0,+,+,+,-,0,+,+,0,0,0,0,+,-
ʟ̤̥,-,+,+,+,0,+,-,0,-,+,0,0,-,0,-,-,-,+,0,0,0,0,+,+
ʟ̤,-,+,+,+,0,+,-,0,+,+,0,0,-,0,-,-,-,+,0,0,0,0,+,+
ʟ̤ˤ,-,+,+,+,0,+,-,0,+,+,0,0,-,0,-,-,+,+,0,0,0,0,+,+
ɭ̤ʲ,-,+,+,+,0,+,-,0,+,+,0,-,+,-,-,+,0,-,0,0,0,0,+,-
ɭ̤ˠ,-,+,+,+,0,+,-,0,+,+,0,-,+,-,-,+,0,+,0,0,0,0,+,-
ɭ̤ʷ,-,+,+,+,0,+,-,0,+,+,0,-,+,-,-,+,0,+,+,0,0,0,+,-
ɫ̤ʲ,-,+,+,+,0,+,-,0,+,+,0,+,+,-,-,+,0,-,0,0,0,0,+,+
l̤ʲ,-,+,+,+,0,+,-,0,+,+,0,+,+,-,-,+,0,-,0,0,0,0,+,-
l̤ˠ,-,+,+,+,0,+,-,0,+,+,0,+,+,-,-,+,0,+,0,0,0,0,+,-
ɫ̤ˠ,-,+,+,+,0,+,-,0,+,+,0,+,+,-,-,+,0,+,0,0,0,0,+,+
l̤ʷ,-,+,+,+,0,+,-,0,+,+,0,+,+,-,-,+,0,+,+,0,0,0,+,-
ɫ̤ʷ,-,+,+,+,0,+,-,0,+,+,0,+,+,-,-,+,0,+,+,0,0,0,+,+
l̪̤ʲ,-,+,+,+,0,+,-,0,+,+,0,+,+,+,-,+,0,-,0,0,0,0,+,-
l̪̤ˠ,-,+,+,+,0,+,-,0,+,+,0,+,+,+,-,+,0,+,0,0,0,0,+,-
l̪̤ʷ,-,+,+,+,0,+,-,0,+,+,0,+,+,+,-,+,0,+,+,0,0,0,+,-
ʎ̤̥,-,+,+,+,0,+,-,0,-,+,0,0,-,0,-,+,-,-,0,0,0,0,+,+
ʟ̤ʲ,-,+,+,+,0,+,-,0,+,+,0,0,-,0,-,+,-,-,0,0,0,0,+,+
ʎ̤ʲ,-,+,+,+,0,+,-,0,+,+,0,0,-,0,-,+,-,-,0,0,0,0,+,+
ʎ̤,-,+,+,+,0,+,-,0,+,+,0,0,-,0,-,+,-,-,0,0,0,0,+,+
ʎ̤ˠ,-,+,+,+,0,+,-,0,+,+,0,0,-,0,-,+,-,+,0,0,0,0,+,+
ʟ̤ˠ,-,+,+,+,0,+,-,0,+,+,0,0,-,0,-,+,-,+,0,0,0,0,+,+
ʎ̤ʷ,-,+,+,+,0,+,-,0,+,+,0,0,-,0,-,+,-,+,+,0,0,0,+,+
ʟ̤ʷ,-,+,+,+,0,+,-,0,+,+,0,0,-,0,-,+,-,+,+,0,0,0,+,+
ʎ̤ˤ,-,+,+,+,0,+,-,0,+,+,0,0,-,0,-,+,+,+,0,0,0,0,+,+
ɽ̃,-,+,+,+,0,-,+,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,+,-
ɾ̃,-,+,+,+,0,-,+,0,+,0,0,+,+,-,-,0,0,0,0,0,0,-,+,-
r̃,-,+,+,+,0,-,+,0,+,0,0,+,+,-,-,0,0,0,0,0,0,+,+,-
ʙ̃,-,+,+,+,0,-,+,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,+,-
ⱱ̃,-,+,+,+,0,-,+,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,+,-
ɽ̃ˤ,-,+,+,+,0,-,+,0,+,0,0,-,+,-,-,0,+,+,0,0,0,0,+,-
ɾ̃ˤ,-,+,+,+,0,-,+,0,+,0,0,+,+,-,-,0,+,+,0,0,0,-,+,-
r̃ˤ,-,+,+,+,0,-,+,0,+,0,0,+,+,-,-,0,+,+,0,0,0,+,+,-
ʙ̃ˤ,-,+,+,+,0,-,+,0,+,0,0,0,-,0,+,0,+,+,0,0,0,0,+,-
ⱱ̃ˤ,-,+,+,+,0,-,+,0,+,0,0,0,-,0,+,0,+,+,0,0,0,0,+,-
ʀ̃,-,+,+,+,0,-,+,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,+,+
ʀ̃ˤ,-,+,+,+,0,-,+,0,+,0,0,0,-,0,-,-,+,+,0,0,0,0,+,+
ɽ̰̃,-,+,+,+,0,-,+,0,+,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-
ɾ̰̃,-,+,+,+,0,-,+,0,+,0,+,+,+,-,-,0,0,0,0,0,0,-,+,-
r̰̃,-,+,+,+,0,-,+,0,+,0,+,+,+,-,-,0,0,0,0,0,0,+,+,-
ⱱ̰̃,-,+,+,+,0,-,+,0,+,0,+,0,-,0,+,0,0,0,0,0,0,0,+,-
ʙ̰̃,-,+,+,+,0,-,+,0,+,0,+,0,-,0,+,0,0,0,0,0,0,0,+,-
ʀ̰̃,-,+,+,+,0,-,+,0,+,0,+,0,-,0,-,-,-,+,0,0,0,0,+,+
ɭ̃,-,+,+,+,0,+,+,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,+,-
l̃,-,+,+,+,0,+,+,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,+,-
ɫ̃,-,+,+,+,0,+,+,0,+,0,0,+,+,-,-,0,0,+,0,0,0,0,+,+
l̪̃,-,+,+,+,0,+,+,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
ɭ̃ˤ,-,+,+,+,0,+,+,0,+,0,0,-,+,-,-,0,+,+,0,0,0,0,+,-
l̃ˤ,-,+,+,+,0,+,+,0,+,0,0,+,+,-,-,0,+,+,0,0,0,0,+,-
ɫ̃ˤ,-,+,+,+,0,+,+,0,+,0,0,+,+,-,-,0,+,+,0,0,0,0,+,+
l̪̃ˤ,-,+,+,+,0,+,+,0,+,0,0,+,+,+,-,0,+,+,0,0,0,0,+,-
ʟ̃,-,+,+,+,0,+,+,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,+,+
ʟ̃ˤ,-,+,+,+,0,+,+,0,+,0,0,0,-,0,-,-,+,+,0,0,0,0,+,+
ʎ̃,-,+,+,+,0,+,+,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,+,+
ʎ̃ˤ,-,+,+,+,0,+,+,0,+,0,0,0,-,0,-,+,+,+,0,0,0,0,+,+
ɭ̰̃,-,+,+,+,0,+,+,0,+,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-
l̰̃,-,+,+,+,0,+,+,0,+,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-
ɫ̰̃,-,+,+,+,0,+,+,0,+,0,+,+,+,-,-,0,0,+,0,0,0,0,+,+
l̪̰̃,-,+,+,+,0,+,+,0,+,0,+,+,+,+,-,0,0,0,0,0,0,0,+,-
ʟ̰̃,-,+,+,+,0,+,+,0,+,0,+,0,-,0,-,-,-,+,0,0,0,0,+,+
ʎ̰̃,-,+,+,+,0,+,+,0,+,0,+,0,-,0,-,+,-,-,0,0,0,0,+,+
ʃ̩,+,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒ̩,+,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʂ̩,+,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ̩,+,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
s̩,+,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z̩,+,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
θ̩,+,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ɸ̩,+,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
f̩,+,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
β̩,+,-,+,+,-,0,0,-,+,0,0,0,-,0,+,0,0,0,0,0,0,0,+,-
v̩,+,-,+,+,-,0,0,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
χ̩,+,-,+,+,-,0,0,0,-,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ʁ̩,+,-,+,+,-,0,0,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,0,+
ħ̩,+,-,+,+,-,0,0,0,-,0,0,0,-,0,-,-,+,+,0,0,0,0,0,+
ʕ̩,+,-,+,+,-,0,0,0,+,0,0,0,-,0,-,-,+,+,0,0,0,0,0,+
ç̩,+,-,+,+,-,0,0,-,-,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
ʝ̩,+,-,+,+,-,0,0,-,+,0,0,0,-,0,-,+,-,-,0,0,0,0,0,+
x̩,+,-,+,+,-,0,0,0,-,0,0,0,-,0,-,+,-,+,0,0,0,0,0,+
ɣ̩,+,-,+,+,-,0,0,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,+,+
ɬ̩,+,-,+,+,-,+,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,0
ɳ̩,+,+,+,-,0,-,+,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,-,-
n̩,+,+,+,-,0,-,+,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,-,-
n̪̩,+,+,+,-,0,-,+,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,-,-
m̩,+,+,+,-,0,-,+,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,-,-
ɱ̩,+,+,+,-,0,-,+,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,-,-
ɴ̩,+,+,+,-,0,-,+,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,-,+
ɲ̩,+,+,+,-,0,-,+,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,-,+
ŋ̩,+,+,+,-,0,-,+,0,+,0,0,0,-,0,-,+,-,+,0,0,0,0,-,+
j̩,+,+,-,+,0,0,0,0,+,-,-,0,0,0,0,+,0,-,-,0,0,0,+,0
ɥ̩,+,+,-,+,0,0,0,0,+,-,-,0,0,0,0,+,0,-,+,0,0,0,+,0
w̩,+,+,-,+,0,0,0,0,+,-,-,0,0,0,0,+,0,+,+,0,0,0,+,0
ʋ̩,+,+,+,+,0,0,0,0,+,-,-,0,0,0,0,0,0,0,0,0,0,0,+,0
ɹ̩,+,+,+,+,0,0,0,0,+,-,-,0,0,0,0,0,0,0,0,0,0,-,+,0
ɻ̩,+,+,+,+,0,0,0,0,+,-,-,0,0,0,0,0,0,0,0,0,0,-,+,0
ɽ̩,+,+,+,+,0,-,-,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,+,-
ɾ̩,+,+,+,+,0,-,-,0,+,0,0,+,+,-,-,0,0,0,0,0,0,-,+,-
r̩,+,+,+,+,0,-,-,0,+,0,0,+,+,-,-,0,0,0,0,0,0,+,+,-
ʙ̩,+,+,+,+,0,-,-,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,+,-
ⱱ̩,+,+,+,+,0,-,-,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,+,-
ʀ̩,+,+,+,+,0,-,-,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,+,+
ɭ̩,+,+,+,+,0,+,-,0,+,0,0,-,+,-,-,0,0,0,0,0,0,0,+,-
l̩,+,+,+,+,0,+,-,0,+,0,0,+,+,-,-,0,0,0,0,0,0,0,+,-
ɫ̩,+,+,+,+,0,+,-,0,+,0,0,+,+,-,-,0,0,+,0,0,0,0,+,+
l̪̩,+,+,+,+,0,+,-,0,+,0,0,+,+,+,-,0,0,0,0,0,0,0,+,-
ʟ̩,+,+,+,+,0,+,-,0,+,0,0,0,-,0,-,-,-,+,0,0,0,0,+,+
ʎ̩,+,+,+,+,0,+,-,0,+,0,0,0,-,0,-,+,-,-,0,0,0,0,+,+
